RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes
6626,Vox Machina,55,00:48:05,Liam,Vax,Attack,Yes,null,null,No,Disregarded due to disadvantage
6627,Vox Machina,55,00:48:05,Liam,Vax,Attack,Yes,15,5,No,Dragonslayer Longsword with disadvantage
6628,Vox Machina,55,00:48:25,Liam,Vax,Attack,Yes,21,10,No,Dagger
6629,Vox Machina,55,00:48:50,Sam,Scanlan,Athletics,Yes,20,12,No,With Bigby's Hand (damage rolled by Matt)
6630,Vox Machina,55,00:50:04,Sam,Scanlan,Dexterity Save,Yes,18,18,No,null
6631,Vox Machina,55,00:52:01,Sam,Scanlan,Damage,No,26,null,No,Lightning Bolt
6632,Vox Machina,55,00:55:08,Liam,Vax,Strength Save,Yes,6,4,No,null
6633,Vox Machina,55,00:55:08,Travis,Grog,Strength Save,Yes,26,14,No,null
6634,Vox Machina,55,00:58:18,Liam,Vax,Attack,Yes,23,12,No,Poison Dagger
6635,Vox Machina,55,00:58:32,Liam,Vax,Damage,No,10,null,No,null
6636,Vox Machina,55,01:05:17,Liam,Vax,Strength Save,Yes,null,null,No,Disregarded due to Luck
6637,Vox Machina,55,01:05:17,Liam,Vax,Strength Save,Yes,21,19,No,null
6638,Vox Machina,55,01:17:33,Liam,Vax,Other,No,3,null,No,Potion of Dimunition lasts 3 hours
6639,Vox Machina,55,01:22:40,Ashley,Pike,Healing,No,27,null,No,Mass Cure Wounds- VM heals 27 points
6640,Vox Machina,55,01:51:21,Marisha,Keyleth,Stealth,Yes,null,20,Yes,With Pass Without a Trace
6641,Vox Machina,55,01:51:21,Liam,Vax,Stealth,Yes,null,20,Yes,With Pass Without a Trace
6642,Vox Machina,55,01:51:21,Sam,Scanlan,Stealth,Yes,17,5,No,With Pass Without a Trace
6643,Vox Machina,55,01:51:21,Taliesin,Percy,Stealth,Yes,24,8,No,With Pass Without a Trace
6644,Vox Machina,55,01:51:21,Chris,Shale,Stealth,Yes,22,12,No,With Pass Without a Trace
6645,Vox Machina,55,01:51:21,Travis,Grog,Stealth,Yes,16,4,No,With Pass Without a Trace
6646,Vox Machina,55,01:51:21,Ashley,Pike,Stealth,Yes,29,19,No,With Pass Without a Trace
6647,Vox Machina,55,01:51:21,Laura,Vex,Stealth,Yes,null,null,No,Disregarded due to advantage
6648,Vox Machina,55,01:51:21,Laura,Vex,Stealth,Yes,32,12,No,With Pass Without a Trace- with advantage
6649,Vox Machina,55,01:58:55,Liam,Vax,Strength,Yes,14,12,No,null
6650,Vox Machina,55,02:02:00,Liam,Vax,Investigation,Yes,20,12,No,null
6651,Vox Machina,55,02:04:40,Laura,Vex,Insight,Yes,null,20,Yes,null
6652,Vox Machina,55,02:06:58,Liam,Vax,Strength,Yes,17,15,No,null
6653,Vox Machina,55,02:06:58,Travis,Grog,Strength,Yes,26,19,No,null
6654,Vox Machina,55,02:06:58,Marisha,Keyleth,Strength,Yes,19,17,No,null
6655,Vox Machina,55,02:06:58,Sam,Scanlan,Strength,Yes,null,null,No,Disregarded
6656,Vox Machina,55,02:06:58,Sam,Scanlan,Strength,Yes,16,15,No,null
6657,Vox Machina,55,02:06:58,Chris,Shale,Strength,Yes,18,15,No,null
6658,Vox Machina,55,02:06:58,Ashley,Pike,Strength,Yes,12,8,No,null
6659,Vox Machina,55,02:06:58,Taliesin,Percy,Strength,Yes,null,null,No,null
6660,Vox Machina,55,02:09:40,Liam,Vax,Investigation,Yes,24,16,No,null
6661,Vox Machina,55,02:11:45,Chris,Shale,Arcana,Yes,13,12,No,null
6662,Vox Machina,55,02:11:45,Marisha,Keyleth,Arcana,Yes,7,5,No,null
6663,Vox Machina,55,02:12:30,Sam,Scanlan,Arcana,Yes,11,4,No,null
6664,Vox Machina,55,02:13:35,Ashley,Pike,Arcana,Yes,null,null,No,null
6665,Vox Machina,55,02:13:58,Liam,Vax,Arcana,Yes,null,null,No,null
6666,Vox Machina,55,02:15:35,Liam,Vax,Stealth,Yes,40,15,No,With Pass Without a Trace
6667,Vox Machina,55,02:16:32,Liam,Vax,Perception,Yes,27,15,No,null
6668,Vox Machina,55,02:22:59,Liam,Vax,Stealth,Yes,43,18,No,With Pass Without a Trace
6669,Vox Machina,55,02:24:50,Liam,Vax,Perception,Yes,20,8,No,null
6670,Vox Machina,55,02:25:42,Liam,Vax,Initiative,Yes,19,14,No,null
6671,Vox Machina,55,02:29:20,Laura,Vex,Initiative,Yes,22,15,No,null
6672,Vox Machina,55,02:29:20,Taliesin,Percy,Initiative,Yes,null,20,Yes,null
6673,Vox Machina,55,02:29:20,Chris,Shale,Initiative,Yes,19,19,No,null
6674,Vox Machina,55,02:29:20,Marisha,Keyleth,Initiative,Yes,17,15,No,null
6675,Vox Machina,55,02:29:20,Ashley,Pike,Initiative,Yes,18,18,No,null
6676,Vox Machina,55,02:29:20,Travis,Grog,Initiative,Yes,null,null,No,Disregarded due to advantage
6677,Vox Machina,55,02:29:20,Travis,Grog,Initiative,Yes,16,14,No,null
6678,Vox Machina,55,02:29:20,Sam,Scanlan,Initiative,Yes,8,6,No,null
6679,Vox Machina,55,02:30:55,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage
6680,Vox Machina,55,02:30:55,Taliesin,Percy,Attack,Yes,25,12,No,Pistol with disadvantage
6681,Vox Machina,55,02:31:20,Taliesin,Percy,Damage,No,10,null,No,null
6682,Vox Machina,55,02:31:43,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage
6683,Vox Machina,55,02:31:43,Taliesin,Percy,Attack,Yes,20,7,No,Pistol with disadvantaqge
6684,Vox Machina,55,02:32:03,Taliesin,Percy,Attack,Yes,null,20,Yes,Disregarded due to disadvantage
6685,Vox Machina,55,02:32:03,Taliesin,Percy,Attack,Yes,null,1,Yes,Pistol with disadvantaqge- Misfire
6686,Vox Machina,55,02:33:12,Laura,Vex,Attack,Yes,null,20,Yes,Disregarded due to disadvantage
6687,Vox Machina,55,02:33:12,Laura,Vex,Attack,Yes,19,17,No,Arrow through Blazing Bowstring with  disadvantage and War God's Blessing
6688,Vox Machina,55,02:34:32,Laura,Vex,Damage,No,22,null,No,null
6689,Vox Machina,55,02:35:42,Laura,Vex,Attack,Yes,null,null,No,Disregarded due to disadvantage
6690,Vox Machina,55,02:35:42,Laura,Vex,Attack,Yes,27,15,No,Arrow with disadvantage
6691,Vox Machina,55,02:36:08,Laura,Vex,Damage,No,17,null,No,null
6692,Vox Machina,55,02:37:54,Chris,Shale,Constitution Save,Yes,8,2,No,Against Insect Plague
6693,Vox Machina,55,02:37:54,Taliesin,Percy,Constitution Save,Yes,21,14,No,Against Insect Plague
6694,Vox Machina,55,02:37:54,Laura,Vex,Constitution Save,Yes,18,16,No,Against Insect Plague
6695,Vox Machina,55,02:39:05,Liam,Vax,Attack,Yes,null,null,No,Disregarded due to disadvantage
6696,Vox Machina,55,02:39:05,Liam,Vax,Attack,Yes,15,4,No,Attack of Opportunity with disadvantage
6697,Vox Machina,55,02:40:10,Sam,Scanlan,Dexterity Save,Yes,18,18,No,Against Acid Breath
6698,Vox Machina,55,02:40:10,Taliesin,Percy,Dexterity Save,Yes,null,null,No,Disregarded due to Resolve
6699,Vox Machina,55,02:40:10,Taliesin,Percy,Dexterity Save,Yes,10,10,No,Against Acid Breath
6700,Vox Machina,55,02:40:10,Marisha,Keyleth,Dexterity Save,Yes,14,12,No,Against Acid Breath
6701,Vox Machina,55,02:40:10,Laura,Vex,Dexterity Save,Yes,null,1,Yes,Against Acid Breath
6702,Vox Machina,55,02:40:10,Ashley,Pike,Dexterity Save,Yes,7,7,No,Against Acid Breath
6703,Vox Machina,55,02:41:47,Sam,Scanlan,Other,No,3,null,No,Cutting words reaction
6704,Vox Machina,55,02:43:24,Liam,Vax,Attack,Yes,null,null,No,Disregarded due to disadvantage
6705,Vox Machina,55,02:43:24,Liam,Vax,Attack,Yes,15,4,No,Dagger with disadvantage
6706,Vox Machina,55,02:43:32,Liam,Vax,Attack,Yes,null,null,No,Disregarded due to disadvantage
6707,Vox Machina,55,02:43:32,Liam,Vax,Attack,Yes,22,10,No,Keen Dagger with disadvantage
6708,Vox Machina,55,02:43:55,Liam,Vax,Damage,No,26,null,No,null
6709,Vox Machina,55,02:46:30,Chris,Shale,Intimidation,Yes,9,8,No,null
6710,Vox Machina,55,02:48:45,Marisha,Keyleth,Strength,Yes,14,12,No,null
6711,Vox Machina,55,02:52:50,Laura,Trinket,Dexterity Save,Yes,12,12,No,null
6712,Vox Machina,55,02:57:19,Sam,Scanlan,Strength,Yes,17,16,No,null
6713,Vox Machina,55,02:58:16,Taliesin,Percy,Tinkering,Yes,null,null,No,Fix Pistol- success
6714,Vox Machina,55,02:59:10,Taliesin,Percy,Healing,No,null,null,No,Second Wind
6715,Vox Machina,55,03:01:20,Laura,Trinket,Perception,Yes,null,null,No,Disregarded due to advantage
6716,Vox Machina,55,03:01:20,Laura,Trinket,Perception,Yes,22,15,No,With advantage
6717,Vox Machina,55,03:02:12,Laura,Trinket,Attack,Yes,null,null,No,Disregarded due to disadvantage
6718,Vox Machina,55,03:02:12,Laura,Trinket,Attack,Yes,15,10,No,Bite Attack with disadvantage
6719,Vox Machina,55,03:05:30,Ashley,Pike,Strength Save,Yes,21,17,No,Against Grasping Tide
6720,Vox Machina,55,03:05:30,Laura,Vex,Strength Save,Yes,13,13,No,Against Grasping Tide
6721,Vox Machina,55,03:05:30,Chris,Shale,Strength Save,Yes,5,2,No,Against Grasping Tide
6722,Vox Machina,55,03:05:30,Travis,Grog,Strength Save,Yes,null,null,No,Disregarded due to advantage
6723,Vox Machina,55,03:05:30,Travis,Grog,Strength Save,Yes,null,null,No,With advantage
6724,Vox Machina,55,03:05:42,Ashley,Pike,Damage,No,10,null,No,null
6725,Vox Machina,55,03:08:30,Laura,Trinket,Attack,Yes,17,12,No,Attack of Opportunity
6726,Vox Machina,55,03:09:35,Laura,Vex,Healing,No,null,null,No,Greater Healing Potion
6727,Vox Machina,55,03:10:38,Chris,Shale,Attack,Yes,14,6,No,Staff
6728,Vox Machina,55,03:10:42,Chris,Shale,Attack,Yes,null,1,Yes,Staff
6729,Vox Machina,55,03:11:01,Chris,Shale,Attack,Yes,26,null,No,Staff with inspiration
6730,Vox Machina,55,03:11:10,Chris,Shale,Damage,No,11,null,No,null
6731,Vox Machina,55,03:11:28,Chris,Shale,Healing,No,15,null,No,Second Wind
6732,Vox Machina,55,03:12:31,Ashley,Pike,Attack,Yes,null,20,Yes,Guiding Bolt
6733,Vox Machina,55,03:13:07,Ashley,Pike,Damage,No,25,null,No,null
6734,Vox Machina,55,03:14:52,Ashley,Pike,Attack,Yes,27,17,No,Spiritual Weapon
6735,Vox Machina,55,03:17:02,Sam,Scanlan,Other,No,4,null,No,Cutting words reaction
6736,Vox Machina,55,03:20:18,Travis,Grog,Attack,Yes,null,20,Yes,Bloodaxe
6737,Vox Machina,55,03:20:38,Travis,Grog,Damage,No,64,null,No,null
6738,Vox Machina,55,03:22:15,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
6739,Vox Machina,55,03:22:15,Travis,Grog,Attack,Yes,20,null,No,Bloodaxe with advantage and  War God's Blessing
6740,Vox Machina,55,03:24:03,Travis,Grog,Damage,No,27,null,No,null
6741,Vox Machina,55,03:24:20,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
6742,Vox Machina,55,03:24:20,Travis,Grog,Attack,Yes,21,12,No,GWM Bloodaxe with advantage
6743,Vox Machina,55,03:25:10,Sam,Scanlan,Constitution Save,Yes,null,null,No,Disregarded due to advantage
6744,Vox Machina,55,03:25:10,Sam,Scanlan,Constitution Save,Yes,21,19,No,Concentration with advantage
6745,Vox Machina,55,03:25:57,Sam,Scanlan,Attack,Yes,27,17,No,Cast Bigby's Hand with advantage
6746,Vox Machina,55,03:25:57,Sam,Scanlan,Attack,Yes,null,null,No,Disregarded due to advantage
6747,Vox Machina,55,03:27:21,Sam,Scanlan,Damage,No,10,null,No,null
6748,Vox Machina,55,03:29:54,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6749,Vox Machina,55,03:29:54,Taliesin,Percy,Attack,Yes,26,13,No,Dragonslayer Longsword with advantage
6750,Vox Machina,55,03:30:09,Taliesin,Percy,Damage,No,23,null,No,null
6751,Vox Machina,55,03:30:22,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6752,Vox Machina,55,03:30:22,Taliesin,Percy,Attack,Yes,null,20,Yes,Dragonslayer Longsword with advantage
6753,Vox Machina,55,03:30:29,Taliesin,Percy,Damage,No,39,null,No,null
6754,Vox Machina,55,03:30:48,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6755,Vox Machina,55,03:30:48,Taliesin,Percy,Attack,Yes,22,9,No,Dragonslayer Longsword with advantage
6756,Vox Machina,55,03:31:01,Taliesin,Percy,Damage,No,18,null,No,null
6757,Vox Machina,55,03:31:12,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6758,Vox Machina,55,03:31:12,Taliesin,Percy,Attack,Yes,null,null,No,Dragonslayer Longsword with advantage
6759,Vox Machina,55,03:31:23,Taliesin,Percy,Damage,No,18,null,No,null
6760,Vox Machina,55,03:31:31,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6761,Vox Machina,55,03:31:31,Taliesin,Percy,Attack,Yes,null,20,Yes,Dragonslayer Longsword with advantage
6762,Vox Machina,55,03:31:42,Taliesin,Percy,Damage,No,47,null,No,null
6763,Vox Machina,55,03:32:10,Taliesin,Percy,Attack,Yes,null,1,Yes,Disregarded due to advantage
6764,Vox Machina,55,03:32:10,Taliesin,Percy,Attack,Yes,22,9,No,Dragonslayer Longsword with advantage
6765,Vox Machina,55,03:32:20,Taliesin,Percy,Damage,No,27,null,No,null
6766,Vox Machina,55,03:34:36,Marisha,Keyleth,Constitution Save,Yes,18,16,No,Concentration
6767,Vox Machina,55,03:35:40,Laura,Vex,Attack,Yes,null,null,No,Disregarded due to advantage
6768,Vox Machina,55,03:35:40,Laura,Vex,Attack,Yes,31,19,No,Arrow with advantage
6769,Vox Machina,55,03:36:00,Laura,Vex,Damage,No,19,null,No,null
6770,Vox Machina,55,03:36:08,Laura,Vex,Attack,Yes,null,null,No,Disregarded due to advantage
6771,Vox Machina,55,03:36:08,Laura,Vex,Attack,Yes,29,17,No,Arrow with advantage
6772,Vox Machina,55,03:36:18,Laura,Vex,Damage,No,23,null,No,null
6773,Vox Machina,55,03:40:11,Sam,Scanlan,Athletics,Yes,10,2,No,Bigby's Hand
6774,Vox Machina,55,03:40:54,Marisha,Keyleth,Attack,Yes,22,15,No,Attack of Opportunity
6775,Vox Machina,55,03:40:54,Taliesin,Percy,Attack,Yes,20,7,No,Attack of Opportunity
6776,Vox Machina,55,03:40:54,Chris,Shale,Attack,Yes,null,null,No,Attack of Opportunity
6777,Vox Machina,55,03:40:54,Travis,Grog,Attack,Yes,23,9,No,Attack of Opportunity
6778,Vox Machina,55,03:41:24,Marisha,Keyleth,Damage,No,8,null,No,null
6779,Vox Machina,55,03:41:24,Travis,Grog,Damage,No,25,null,No,null
6780,Vox Machina,55,03:42:30,Sam,Scanlan,Dexterity Save,Yes,31,null,No,Against Acid Breath
6781,Vox Machina,55,03:42:30,Chris,Shale,Dexterity Save,Yes,24,19,No,Against Acid Breath
6782,Vox Machina,55,03:42:30,Marisha,Keyleth,Dexterity Save,Yes,12,10,No,Against Acid Breath
6783,Vox Machina,55,03:42:30,Taliesin,Percy,Dexterity Save,Yes,18,12,No,Against Acid Breath
6784,Vox Machina,55,03:43:50,Marisha,Keyleth,Constitution Save,Yes,8,6,No,Concentration
6785,Vox Machina,55,03:46:15,Chris,Shale,Attack,Yes,22,14,No,Staff
6786,Vox Machina,55,03:46:22,Chris,Shale,Damage,No,9,null,No,null
6787,Vox Machina,55,03:46:38,Liam,Vax,Attack,Yes,null,null,No,Disregarded due to advantage
6788,Vox Machina,55,03:46:38,Liam,Vax,Attack,Yes,29,18,No,Sneak Attack Dagger with advantage
6789,Vox Machina,55,03:46:52,Liam,Vax,Damage,No,32,null,No,null
6790,Vox Machina,55,03:47:24,Chris,Shale,Attack,Yes,null,null,No,Staff
6791,Vox Machina,55,03:47:27,Chris,Shale,Attack,Yes,null,null,No,Staff
6792,Vox Machina,55,03:50:05,Ashley,Pike,Attack,Yes,null,null,No,Guiding Bolt
6793,Vox Machina,55,03:52:45,Taliesin,Percy,Dexterity Save,Yes,null,20,Yes,null
6794,Vox Machina,55,03:54:50,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
6795,Vox Machina,55,03:54:50,Travis,Grog,Attack,Yes,19,5,No,Bloodaxe Reckless Attack with Inspiration
6796,Vox Machina,55,03:54:50,Travis,Grog,Inspiration,No,10,null,No,null
6797,Vox Machina,55,03:55:06,Travis,Grog,Damage,No,26,null,No,null
6798,Vox Machina,55,03:55:27,Travis,Grog,Attack,Yes,null,null,No,Disregarded due to advantage
6799,Vox Machina,55,03:55:27,Travis,Grog,Attack,Yes,24,10,No,Bloodaxe Reckless Attack
6800,Vox Machina,55,03:55:35,Travis,Grog,Damage,No,29,null,No,null
6801,Vox Machina,55,03:56:28,Sam,Scanlan,Damage,No,24,null,No,Lightning Bolt
6802,Vox Machina,55,03:58:18,Taliesin,Percy,Healing,No,13,null,No,Greater Healing Potion- Percy heals 13
6803,Vox Machina,55,03:58:48,Taliesin,Percy,Attack,Yes,null,20,Yes,Pistol Called Shot
6804,Vox Machina,55,03:59:06,Taliesin,Percy,Damage,No,16,null,No,null
6805,Vox Machina,55,03:59:52,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6806,Vox Machina,55,03:59:52,Taliesin,Percy,Attack,Yes,null,null,No,Pistol Sharpshooter with advantage
6807,Vox Machina,55,04:00:25,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6808,Vox Machina,55,04:00:25,Taliesin,Percy,Attack,Yes,null,null,No,Pistol Sharpshooter with advantage
6809,Vox Machina,55,04:01:42,Laura,Vex,Attack,Yes,18,6,No,Arrow
6810,Vox Machina,55,04:01:58,Laura,Vex,Attack,Yes,16,4,No,Arrow
6811,Vox Machina,55,04:02:15,Laura,Vex,Stealth,Yes,20,10,No,null
6812,Vox Machina,55,04:04:15,Travis,Grog,Dexterity Save,Yes,18,16,No,Against Acid Breath
6813,Vox Machina,55,04:04:15,Chris,Shale,Dexterity Save,Yes,10,10,No,Against Acid Breath
6814,Vox Machina,55,04:04:15,Marisha,Keyleth,Dexterity Save,Yes,6,6,No,Against Acid Breath
6815,Vox Machina,55,04:04:15,Taliesin,Percy,Dexterity Save,Yes,null,null,No,Disregarded due to Resolve
6816,Vox Machina,55,04:04:15,Taliesin,Percy,Dexterity Save,Yes,20,14,No,Against Acid Breath- Percy is unconscious
6817,Vox Machina,55,04:04:15,Laura,Trinket,Dexterity Save,Yes,null,1,Yes,Against Acid Breath- Trinket is unconscious
6818,Vox Machina,55,04:06:03,Chris,Shale,Healing,No,null,null,No,Stone's Endurance
6819,Vox Machina,55,04:06:12,Travis,Grog,Attack,Yes,22,8,No,Retaliation Attack
6820,Vox Machina,55,04:06:48,Travis,Grog,Damage,No,22,null,No,Umbrasyl dies-HDYWTDT
6821,Vox Machina,55,04:08:55,Liam,Vax,Dexterity Save,Yes,25,15,No,null
6822,Vox Machina,55,04:10:32,Laura,Vex,Healing,No,null,null,No,Cure Wounds on Trinket- Trinket is conscious
6823,Vox Machina,55,04:14:37,Liam,Vax,Investigation,Yes,22,14,No,null
6824,Vox Machina,55,04:14:42,Laura,Vex,Investigation,Yes,null,null,No,Disregarded due to advantage
6825,Vox Machina,55,04:14:42,Laura,Vex,Investigation,Yes,12,5,No,With advantage
6826,Vox Machina,55,04:19:24,Marisha,Keyleth,Nature,Yes,null,null,No,Disregarded due to advantage
6827,Vox Machina,55,04:19:24,Marisha,Keyleth,Nature,Yes,27,16,No,With advantage
6828,Vox Machina,56,00:17:22,Laura,Vex,Investigation,Yes,13,6,No,null
6829,Vox Machina,56,00:24:09,Sam,Scanlan,Arcana,Yes,20,13,No,null
6830,Vox Machina,56,00:24:41,Sam,Scanlan,Investigation,Yes,14,3,No,null
6831,Vox Machina,56,00:25:00,Ashley,Pike,Investigation,Yes,null,1,Yes,null
6832,Vox Machina,56,00:25:17,Travis,Grog,Investigation,Yes,16,18,No,null
6833,Vox Machina,56,00:26:05,Ashley,Pike,Arcana,Yes,16,15,No,null
6834,Vox Machina,56,00:37:46,Taliesin,Percy,Tinkering,Yes,20,9,No,Fix Bad News
6835,Vox Machina,56,00:39:51,Liam,Vax,Investigation,Yes,20,12,No,null
6836,Vox Machina,56,00:39:58,Liam,Vax,Thieves' Tools,Yes,30,null,No,null
6837,Vox Machina,56,00:56:54,Marisha,Keyleth,Athletics,Yes,19,9,No,null
6838,Vox Machina,56,00:58:24,Ashley,Pike,Athletics,Yes,23,15,No,null
6839,Vox Machina,56,00:59:27,Sam,Scanlan,Athletics,Yes,11,10,No,null
6840,Vox Machina,56,01:00:47,Taliesin,Percy,Athletics,Yes,23,17,No,null
6841,Vox Machina,56,01:02:41,Laura,Vex,Athletics,Yes,13,10,No,null
6842,Vox Machina,56,01:02:55,Laura,Trinket,Athletics,Yes,16,12,No,null
6843,Vox Machina,56,01:15:00,Liam,Vax,Perception,Yes,29,17,No,null
6844,Vox Machina,56,01:26:16,Laura,Vex,Perception,Yes,17,4,No,null
6845,Vox Machina,56,01:36:29,Sam,Scanlan,Insight,Yes,19,19,No,null
6846,Vox Machina,56,01:36:30,Travis,Grog,Insight,Yes,4,4,No,null
6847,Vox Machina,56,01:56:01,Laura,Vex,Perception,Yes,32,19,No,null
6848,Vox Machina,56,02:35:31,Patrick,Kerrek,Tinkering,Yes,16,null,No,With inspiration
6849,Vox Machina,56,02:53:47,Taliesin,Percy,Persuasion,Yes,null,null,No,Disregarded due to advantage
6850,Vox Machina,56,02:53:47,Taliesin,Percy,Persuasion,Yes,22,15,No,With advantage
6851,Vox Machina,56,02:59:47,Sam,Scanlan,Persuasion,Yes,28,13,No,null
6852,Vox Machina,56,03:19:44,Sam,Scanlan,Investigation,Yes,27,16,No,null
6853,Vox Machina,56,03:28:14,Liam,Vax,Stealth,Yes,20,5,No,null
6854,Vox Machina,57,00:56:55,Ashley,Pike,Religion,Yes,23,18,No,null
6855,Vox Machina,57,00:59:47,Marisha,Keyleth,Arcana,Yes,21,19,No,null
6856,Vox Machina,57,01:26:50,Sam,Scanlan,Charisma,Yes,18,13,No,null
6857,Vox Machina,57,01:35:03,Sam,Scanlan,Deception,Yes,null,null,No,Disregarded due to disadvantage
6858,Vox Machina,57,01:35:03,Sam,Scanlan,Deception,Yes,null,1,Yes,With disadvantage
6859,Vox Machina,57,01:37:28,Ashley,Pike,Perception,Yes,9,4,No,null
6860,Vox Machina,57,01:40:09,Taliesin,Percy,Tinkering,Yes,23,12,No,null
6861,Vox Machina,57,02:06:18,Taliesin,Percy,Dexterity,Yes,null,null,No,null
6862,Vox Machina,57,02:06:18,Laura,Vex,Perception,Yes,32,19,No,null
6863,Vox Machina,57,02:32:36,Marisha,Keyleth,History,Yes,null,1,Yes,null
6864,Vox Machina,57,02:32:36,Ashley,Pike,History,Yes,20,19,No,null
6865,Vox Machina,57,02:33:03,Taliesin,Percy,Intelligence,Yes,null,1,Yes,null
6866,Vox Machina,57,03:32:56,Taliesin,Percy,Tinkering,Yes,30,19,No,Totally a holy symbol for Vax
6867,Vox Machina,57,03:34:36,Travis,Grog,Perception,Yes,10,10,No,null
6868,Vox Machina,57,03:36:10,Liam,Vax,Perception,Yes,31,19,No,null
6869,Vox Machina,57,03:41:55,Liam,Vax,Constitution Save,Yes,11,11,No,null
6870,Vox Machina,58,00:12:13,Liam,Vax,Initiative,Yes,null,null,No,Disregarded due to Luck
6871,Vox Machina,58,00:12:13,Liam,Vax,Initiative,Yes,16,11,No,With Luck
6872,Vox Machina,58,00:15:30,Liam,Vax,Athletics,Yes,null,null,No,Disregarded due to Luck
6873,Vox Machina,58,00:15:30,Liam,Vax,Athletics,Yes,14,12,No,With Luck
6874,Vox Machina,58,00:15:57,Liam,Vax,Athletics,Yes,7,5,No,null
6875,Vox Machina,58,00:16:47,Travis,Grog,Perception,Yes,16,16,No,null
6876,Vox Machina,58,00:16:49,Ashley,Pike,Perception,Yes,17,12,No,null
6877,Vox Machina,58,00:16:50,Laura,Vex,Perception,Yes,26,13,No,null
6878,Vox Machina,58,00:16:51,Marisha,Keyleth,Perception,Yes,16,5,No,null
6879,Vox Machina,58,00:16:52,Taliesin,Percy,Perception,Yes,15,7,No,null
6880,Vox Machina,58,00:16:53,Sam,Scanlan,Perception,Yes,null,null,No,Disregarded
6881,Vox Machina,58,00:18:08,Travis,Grog,Initiative,Yes,null,null,No,Disregarded due to advantage
6882,Vox Machina,58,00:18:08,Travis,Grog,Initiative,Yes,18,16,No,With advantage
6883,Vox Machina,58,00:18:12,Ashley,Pike,Initiative,Yes,8,8,No,null
6884,Vox Machina,58,00:18:16,Laura,Vex,Initiative,Yes,11,4,No,null
6885,Vox Machina,58,00:18:20,Marisha,Keyleth,Initiative,Yes,17,15,No,null
6886,Vox Machina,58,00:18:24,Taliesin,Percy,Initiative,Yes,23,15,No,null
6887,Vox Machina,58,00:18:45,Sam,Scanlan,Initiative,Yes,null,null,No,Disregarded due to disadvantage
6888,Vox Machina,58,00:18:45,Sam,Scanlan,Initiative,Yes,12,10,No,With disadvantage
6889,Vox Machina,58,00:18:47,Sam,Scanlan,Inspiration,No,7,15,No,null
6890,Vox Machina,58,00:19:39,Marisha,Keyleth,Constitution Save,Yes,20,19,No,Against poison
6891,Vox Machina,58,00:20:11,Marisha,Keyleth,Constitution Save,Yes,24,1,No,Against poison
6892,Vox Machina,58,00:21:10,Taliesin,Percy,Constitution Save,Yes,null,1,Yes,Against poison
6893,Vox Machina,58,00:22:26,Ashley,Pike,Constitution Save,Yes,20,9,No,Against poison
6894,Vox Machina,58,00:24:36,Taliesin,Percy,Attack,Yes,22,11,No,Pistol Trick Shot (Push)
6895,Vox Machina,58,00:25:11,Taliesin,Percy,Damage,No,11,null,No,A2 is pushed 10 ft. back
6896,Vox Machina,58,00:25:50,Taliesin,Percy,Attack,Yes,13,7,No,Sharpshooter Pistol
6897,Vox Machina,58,00:26:17,Taliesin,Percy,Attack,Yes,28,17,No,Pistol Head Shot
6898,Vox Machina,58,00:26:38,Taliesin,Percy,Damage,No,7,null,No,null
6899,Vox Machina,58,00:28:29,Liam,Vax,Constitution Save,Yes,null,20,Yes,Against poison
6900,Vox Machina,58,00:34:12,Marisha,Keyleth,Damage,No,4,null,No,Thunderwave- A1 falls out window
6901,Vox Machina,58,00:35:51,Liam,Vax,Athletics,Yes,16,14,No,null
6902,Vox Machina,58,00:36:20,Liam,Vax,Athletics,Yes,15,13,No,null
6903,Vox Machina,58,00:39:44,Ashley,Pike,Constitution Save,Yes,13,12,No,Against poison
6904,Vox Machina,58,00:42:40,Ashley,Pike,Damage,No,27,null,No,Guiding Bolt (4th Level)
6905,Vox Machina,58,00:44:39,Ashley,Pike,Constitution Save,Yes,5,4,No,Against poison
6906,Vox Machina,58,00:47:07,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage
6907,Vox Machina,58,00:47:07,Taliesin,Percy,Attack,Yes,28,null,No,Sharpshooter Pistol with advantage
6908,Vox Machina,58,00:47:18,Taliesin,Percy,Damage,No,22,null,No,null
6909,Vox Machina,58,00:47:48,Taliesin,Percy,Attack,Yes,25,19,No,Sharpshooter Pistol
